timestamp,open,close,high,low,volume,anomaly,method,date,kernai_daily_avg,gigachat_daily_avg,deepseek_daily_avg,daily_headlines,weighted_score_base,weighted_score_with_decay,return
2016-01-01 00:00:00+00:00,2353.0,2346.0,2376.0,2335.0,590371,0.0,pelt_rbf,2016-01-01,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,
2016-01-04 00:00:00+00:00,2354.0,2310.0,2356.0,2309.5,445334,0.0,pelt_rbf,2016-01-04,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.01534526854219953
2016-01-05 00:00:00+00:00,2310.0,2380.0,2386.5,2304.0,640945,0.0,pelt_rbf,2016-01-05,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.030303030303030276
2016-01-06 00:00:00+00:00,2375.0,2378.0,2403.5,2364.5,608554,0.0,pelt_rbf,2016-01-06,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0008403361344537785
2016-01-07 00:00:00+00:00,2375.0,2378.0,2403.5,2364.5,608554,0.0,pelt_rbf,2016-01-07,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-01-08 00:00:00+00:00,2375.0,2378.0,2403.5,2364.5,608554,0.0,pelt_rbf,2016-01-08,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0
2016-01-11 00:00:00+00:00,2320.0,2258.0,2342.5,2257.0,989720,0.0,pelt_rbf,2016-01-11,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.05046257359125317
2016-01-12 00:00:00+00:00,2225.0,2223.5,2269.0,2217.0,1172810,0.0,pelt_rbf,2016-01-12,-0.9780132174491882,0.35,0.5,21:42: Российские нефтяные компании назвали критическую цену за баррель,0.15939735651016235,0.4577350427613444,-0.015279007971656378
2016-01-13 00:00:00+00:00,2235.5,2225.0,2276.5,2221.0,910835,0.0,pelt_rbf,2016-01-13,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0006746120980436476
2016-01-14 00:00:00+00:00,2214.0,2189.0,2231.5,2160.0,1475496,0.0,pelt_rbf,2016-01-14,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.016179775280898867
2016-01-15 00:00:00+00:00,2186.0,2098.0,2195.0,2040.0,2420236,0.0,pelt_rbf,2016-01-15,-0.9972086548805236,-0.5,-0.1,15:06: ЛУКОЙЛ откажется от разведки на шельфе Кот-д'Ивуара,-0.39944173097610475,-0.10471598326813147,-0.041571493832800344
2016-01-18 00:00:00+00:00,2070.0,2112.0,2156.0,2062.5,1307910,0.0,pelt_rbf,2016-01-18,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.006673021925643452
2016-01-19 00:00:00+00:00,2123.0,2150.0,2198.0,2121.0,1436608,0.0,pelt_rbf,2016-01-19,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.01799242424242431
2016-01-20 00:00:00+00:00,2115.0,2145.5,2147.0,2088.0,1604686,0.0,pelt_rbf,2016-01-20,0.0,0.75,0.05,16:40: Суд Румынии отклонил обвинительный акт по делу ЛУКОЙЛа,0.24999999999999997,0.26397626185718964,-0.0020930232558139528
2016-01-21 00:00:00+00:00,2140.0,2213.0,2234.0,2140.0,1436923,0.0,pelt_rbf,2016-01-21,-0.4991605579853058,-0.875,-0.3,14:06: Алекперов предупредил об остановке многих проектов при нефти ниже $24 | 17:10: Член совета директоров ЛУКОЙЛа продал все свои акции,-0.5123321115970612,-0.3791292584906908,0.03146119785597756
2016-01-22 00:00:00+00:00,2269.0,2341.0,2367.0,2229.0,2039578,0.0,pelt_rbf,2016-01-22,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.057840036150022645
2016-01-25 00:00:00+00:00,2360.0,2349.0,2360.0,2298.0,1150632,0.0,pelt_rbf,2016-01-25,0.0,0.5,0.5,10:21: В ЛУКОЙЛе назвали невозможным существование мира при нефти по $30,0.4,0.24016002900967423,0.0034173430158053186
2016-01-26 00:00:00+00:00,2302.5,2320.0,2359.0,2302.0,1194746,0.0,pelt_rbf,2016-01-26,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.012345679012345734
2016-01-27 00:00:00+00:00,2331.0,2400.5,2400.5,2318.0,1242181,0.0,pelt_rbf,2016-01-27,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.03469827586206886
2016-01-28 00:00:00+00:00,2398.0,2495.0,2495.0,2383.0,1813596,0.0,pelt_rbf,2016-01-28,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.03936679858362835
2016-01-29 00:00:00+00:00,2508.0,2569.0,2569.0,2466.5,1915980,0.0,pelt_rbf,2016-01-29,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.029659318637274446
2016-02-01 00:00:00+00:00,2560.5,2547.0,2562.0,2491.5,1306024,0.0,pelt_rbf,2016-02-01,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.008563643441027669
2016-02-02 00:00:00+00:00,2505.0,2491.0,2559.0,2477.5,1209025,0.0,pelt_rbf,2016-02-02,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.021986650961915988
2016-02-03 00:00:00+00:00,2479.0,2475.5,2502.0,2462.5,836850,0.0,pelt_rbf,2016-02-03,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.006222400642312276
2016-02-04 00:00:00+00:00,2538.0,2553.5,2575.0,2520.5,1235767,0.0,pelt_rbf,2016-02-04,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.031508786103817465
2016-02-05 00:00:00+00:00,2538.5,2594.0,2600.0,2524.5,964690,0.0,pelt_rbf,2016-02-05,0.0,-0.3,0.5,13:01: ЛУКОЙЛ договорился о продаже заправок в Прибалтике и Польше,0.16,0.24093811537653795,0.0158605835128256
2016-02-08 00:00:00+00:00,2585.0,2482.5,2597.5,2465.5,1296329,0.0,pelt_rbf,2016-02-08,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.042983808789514244
2016-02-09 00:00:00+00:00,2457.0,2387.5,2486.5,2376.0,1745333,0.0,pelt_rbf,2016-02-09,-0.99368554353714,-0.5,-0.4,12:23: Запасы ЛУКОЙЛа снизились из-за падения цен на нефть,-0.548737108707428,-0.4100958367207838,-0.038267875125881146
2016-02-10 00:00:00+00:00,2375.5,2382.5,2413.5,2357.0,1101497,0.0,pelt_rbf,2016-02-10,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0020942408376963817
2016-02-11 00:00:00+00:00,2375.5,2392.0,2398.0,2334.0,1325056,0.0,pelt_rbf,2016-02-11,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.003987408184680019
2016-02-12 00:00:00+00:00,2407.0,2396.0,2427.0,2386.5,933618,0.0,pelt_rbf,2016-02-12,0.0,0.8,0.5,13:09: Reuters узнал о желании ЛУКОЙЛа приобрести минимум 25% «Башнефти»,0.49,0.3225743469682276,0.0016722408026756952
2016-02-15 00:00:00+00:00,2421.0,2429.0,2451.5,2396.0,727531,0.0,pelt_rbf,2016-02-15,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.013772954924874847
2016-02-16 00:00:00+00:00,2450.0,2450.0,2476.5,2433.5,984012,0.0,pelt_rbf,2016-02-16,0.6363712350527445,0.3333333333333333,0.5166666666666667,07:06: В ЛУКОЙЛе оценили возможный рост цен на бензин из-за повышения акцизов | 11:15: ЛУКОЙЛ анонсировал покупку сети из 250 заправок в странах Бенилюкса | 14:18: Глава ЛУКОЙЛа подтвердил интерес к покупке «Башнефти»,0.48560758034388224,0.6031620903434148,0.008645533141210304
2016-02-17 00:00:00+00:00,2450.0,2467.0,2489.5,2434.0,858367,0.0,pelt_rbf,2016-02-17,0.994752049446106,0.5,0.5,14:28: ФАС пообещала поддержать сделку по покупке ЛУКОЙЛом пакета «Башнефти»,0.5989504098892212,0.9280377535344326,0.006938775510204165
