timestamp,open,close,high,low,volume,anomaly,method,date,kernai_daily_avg,gigachat_daily_avg,deepseek_daily_avg,daily_headlines,weighted_score_base,weighted_score_with_decay,return
2018-07-02 00:00:00+00:00,239.6,241.65,242.2,237.05,4988668,0.0,binseg_l2,2018-07-02,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,
2018-07-03 00:00:00+00:00,241.7,241.9,243.6,240.95,2633680,0.0,binseg_l2,2018-07-03,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.001034554107179897
2018-07-04 00:00:00+00:00,242.9,242.8,244.0,241.3,2388982,0.0,binseg_l2,2018-07-04,0.0,-0.5,0.05,20:49: Костин рассказал о продаже сербской «дочки» ВТБ за €10 млн,-0.125,0.5861696397591056,0.003720545680033105
2018-07-05 00:00:00+00:00,242.0,243.3,243.65,241.6,2504852,0.0,binseg_l2,2018-07-05,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.0020593080724875534
2018-07-06 00:00:00+00:00,243.3,242.5,246.0,242.0,2951382,0.0,binseg_l2,2018-07-06,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0032881216605015195
2018-07-09 00:00:00+00:00,244.0,246.95,246.95,243.65,2942036,0.0,binseg_l2,2018-07-09,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.018350515463917416
2018-07-10 00:00:00+00:00,247.15,245.15,247.35,244.2,2411770,0.0,binseg_l2,2018-07-10,-0.4991710782051086,-0.5,-0.125,11:56: В ВТБ сообщили о техническом сбое в мобильном и интернет-банке | 13:53: Член правления ВТБ станет главным управляющим директором Альфа-банка,-0.3123342156410217,0.1523508612161713,-0.007288924883579573
2018-07-11 00:00:00+00:00,243.6,243.0,244.2,241.9,2782582,0.0,binseg_l2,2018-07-11,0.5495103597640991,0.8,0.5,14:14: ВТБ выиграл у Сбербанка тендер на бесконтактную оплату проезда в метро,0.5999020719528199,0.7853604928514535,-0.008770140730165243
2018-07-12 00:00:00+00:00,242.55,241.55,244.2,239.4,2516420,0.0,binseg_l2,2018-07-12,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.005967078189300312
2018-07-13 00:00:00+00:00,242.35,248.75,248.75,241.4,5369572,0.0,binseg_l2,2018-07-13,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.029807493272614227
2018-07-16 00:00:00+00:00,248.75,247.0,249.9,246.8,4099440,0.0,binseg_l2,2018-07-16,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.007035175879396949
2018-07-17 00:00:00+00:00,246.85,243.6,247.25,243.0,2570346,0.0,binseg_l2,2018-07-17,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.013765182186234792
2018-07-18 00:00:00+00:00,243.55,242.65,245.15,242.4,1755290,0.0,binseg_l2,2018-07-18,-0.3247797091801961,-0.5,-0.3,00:07: Роскомнадзор призвал Сбербанк и ВТБ объяснить ситуацию с утечкой данных | 14:32: Костин допустил срыв покупки «Возрождения» из-за ареста активов Ананьевых | 19:15: ВТБ счел «нестандартные действия» причиной утечки данных в «Яндекс»,-0.3649559418360392,0.06508596348418105,-0.0038998357963874186
2018-07-19 00:00:00+00:00,243.15,239.2,243.9,237.25,3938268,0.0,binseg_l2,2018-07-19,0.0,0.5,0.3,09:17: Минфин рассказал о планах насчет принадлежащих «ФК Открытие» акций ВТБ,0.3,0.43547400776152756,-0.014218009478673022
2018-07-20 00:00:00+00:00,239.7,241.25,243.45,236.85,3047826,0.0,binseg_l2,2018-07-20,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,0.008570234113712383
2018-07-23 00:00:00+00:00,240.9,241.2,244.9,240.9,1487382,0.0,binseg_l2,2018-07-23,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.00020725388601039452
2018-07-24 00:00:00+00:00,242.35,241.1,242.35,239.55,2126576,0.0,binseg_l2,2018-07-24,0.0,0.0,0.0,Новости отсутствуют,0.0,0.0,-0.0004145936981757581
